RENEWAL_WEEK,STAGE_NAME,ACCOUNT_ID,ACCOUNT_NAME,OPPORTUNITY_ID,CUSTOMER_SINCE_DATE,PRED_POINT,WEEKS_TO_RENEWAL,PARENT_MULTIYEAR,INDUSTRY,GEO,WEEKS_AS_CUSTOMER,PROJECTS_CREATED_LAST_12_WEEKS,AVG_WAU_LAST_12_WEEKS,WEEKS_WITH_PREDS_LAST_12_WEEKS,DEPLOYMENTS_CREATED_LAST_12_WEEKS,HEALTH_SUMMARY_FLAG,TOTAL_ACTIVE_ARR,TS_PROJECTS_CREATED_LAST_12_WEEKS
2021-12-27,7-Closed Won,0010Z000025nzRlQAI,Sanofi-Aventis Australia Pty Limited,0063q00000zJySrAAK,2018-12-28,2021-10-04,12,False,Manufacturing,APAC,145,4,0.25,0,0,Green,45000.0,1
2021-12-27,7-Closed Won,0012A000029Woo0QAC,The Hershey Company,0063q00000zKPE1AAO,2019-10-15,2021-10-04,12,False,Manufacturing,AMER,103,3122,2.75,12,18,Green,181696.0,39
2021-12-27,7-Closed Won,0010Z000023JTT1QAO,Transports Publics de la Région Lausannoise SA,0063q00000zKJRpAAO,2018-10-01,2021-10-04,12,False,Manufacturing,EMEA,157,7,0.583,3,3,Green,33000.0,0
2021-12-27,7-Closed Won,0012A00002F4a39QAB,"Alnylam Pharmaceuticals, Inc.",0063q00000zKEZxAAO,2020-12-31,2021-10-04,12,False,Manufacturing,AMER,40,12,1.0,1,0,Green,139230.0,0
2021-12-27,8-Closed Lost,0012A00002Fg3U6QAJ,KLA Corporation,0063q00000zKJZUAA4,2020-12-29,2021-10-04,12,False,Manufacturing,AMER,40,4,0.583,0,0,Green,33000.0,0
2021-12-27,7-Closed Won,0012A00002GR8IrQAL,"Kirin Holdings Company, Limited",0063q00000zKCGmAAO,2017-12-28,2021-10-04,12,False,Other,JAPAN,197,250,8.833,11,0,Green,68250.0,0
2021-01-25,7-Closed Won,0012A000029xdHwQAI,Encova Insurance Group,0063q00000xqPFpAAM,2017-01-27,2020-11-02,12,False,Insurance,AMER,197,26,1.75,6,0,,,0
2021-12-27,7-Closed Won,0012A00002IKEZQQA5,Suppliercard Administradora de Cartões S/A,0063q00000zKLi4AAG,2018-12-15,2021-10-04,12,False,Financial Services,AMER,147,72,1.833,2,1,Green,47623.53,0
2021-12-27,7-Closed Won,0010Z000028l7leQAA,"Randstad North America, L.P.",0063q00000zKLhzAAG,2020-12-31,2021-10-04,12,False,Other,AMER,40,0,0.0,0,0,Green,45000.0,0
2021-12-27,7-Closed Won,0010Z000022yUvAQAU,"AJINOMOTO CO., INC.",0063q00000zKEV9AAO,2021-01-01,2021-10-04,12,False,Manufacturing,JAPAN,40,73,3.166,11,10,Green,32000.0,0
2021-12-27,7-Closed Won,001F000001eYnrrIAC,NS SOLUTIONS CORPORATION,0063q000010ueJVAAY,2016-01-01,2021-10-04,12,False,Technology,JAPAN,301,1133,19.5,12,283,Green,20000.0,186
2022-10-24,8-Closed Lost,0010Z00001wwfomQAA,Axpo Solutions AG,0063q000010u2GCAAY,2021-10-29,2022-08-01,12,False,Utilities,EMEA,40,45,1.416,2,0,Yellow,25120.0,19
2022-10-24,8-Closed Lost,001F000001ixKgPIAU,"Gordon Food Service, Inc.",0063q000010u1GNAAY,2021-10-28,2022-08-01,12,False,Retail,AMER,40,2,2.0,12,4,Yellow,200159.6,0
2022-10-24,7-Closed Won,0013q00002HhqqBAAR,Greenheck,0063q000010u2NrAAI,2021-10-30,2022-08-01,12,False,Manufacturing,AMER,40,110,2.25,10,4,Green,85000.0,74
2021-06-07,7-Closed Won,0010Z000023MpH6QAK,"Taisho Pharmaceutical Co., Ltd.",0063q00000yZRWLAA4,2020-06-08,2021-03-15,12,False,Manufacturing,JAPAN,40,479,3.333,2,1,,,0
2022-10-24,8-Closed Lost,0010Z00002759quQAA,McLaren Racing Limited,0063q000010u2jzAAA,2021-10-29,2022-08-01,12,False,Manufacturing,EMEA,40,102,2.416,9,5,Green,408615.7,11
2022-10-24,7-Closed Won,0012A00002GmctLQAR,"TOHO GAS CO., LTD.",0063q000010tzG7AAI,2020-10-26,2022-08-01,12,False,Utilities,JAPAN,92,16,0.916,5,0,Yellow,33000.0,0
2022-09-12,8-Closed Lost,0013q00002FiY4jAAF,Laybuy,0063q00000wJS47AAG,2020-09-14,2022-06-20,12,True,Technology,APAC,92,11,1.833,4,0,,,1
2022-10-24,7-Closed Won,0012A00002IKZwEQAX,POSCO,0063q000010u0PDAAY,2019-10-29,2022-08-01,12,False,Other,APAC,144,4,0.083,0,0,Green,156744.0,0
2021-07-26,7-Closed Won,0012A000028saLgQAI,"NISSAN MOTOR CO.,LTD.",0063q00000ytdfaAAA,2020-07-27,2021-05-03,12,False,Manufacturing,JAPAN,40,2,0.583,4,0,,,0
2022-10-24,8-Closed Lost,0010Z000028ljTnQAI,"Australian Football League (""AFL"")",0063q000010tvm7AAA,2021-10-29,2022-08-01,12,False,Entertainment,APAC,40,50,3.5,12,4,Green,68100.0,0
2022-10-24,7-Closed Won,0012A00002BxsXkQAJ,Finance Now Ltd,0063q000010u0NvAAI,2020-10-26,2022-08-01,12,False,Financial Services,APAC,92,0,2.0,12,0,Green,11250.0,0
2022-10-24,7-Closed Won,0013q00002F268oAAB,Watercare Services Limited,0063q00000zJBY8AAO,2020-10-26,2022-08-01,12,True,Utilities,APAC,92,7,1.666,2,4,Green,32000.0,7
2022-11-07,8-Closed Lost,0010Z00002ABT1eQAH,Banco BMG,0063q000010u8ClAAI,2020-11-09,2022-08-15,12,False,Financial Services,AMER,92,16,2.5,11,31,Green,67209.3,0
2022-11-07,7-Closed Won,0012A000029xLWIQA2,Velocity Risk Underwriters,0063q000010tv3LAAQ,2020-11-13,2022-08-15,12,False,Insurance,AMER,92,386,3.166,11,0,Yellow,25400.0,0
2022-11-07,8-Closed Lost,0010Z000023kxLxQAI,Moss Affiliate Marketing,0063q00000zIJ7WAAW,2018-11-09,2022-08-15,12,True,Manufacturing,AMER,197,4,0.333,2,0,Green,58900.0,0
2022-10-24,7-Closed Won,0012A000029WiIcQAK,Octane Lending,0063q000010tZtbAAE,2020-10-26,2022-08-01,12,False,Financial Services,AMER,92,33,2.0,1,0,Green,20000.0,0
2022-10-24,7-Closed Won,001F000001mAUtWIAW,Retail Capital LLC dba Credibly,0063q000010tzxBAAQ,2021-10-29,2022-08-01,12,False,Financial Services,AMER,40,45,11.416,11,29,Yellow,96005.0,0
2022-10-24,7-Closed Won,0010Z000025nZ4ZQAU,"Calbee,Inc.",0063q000010ttsGAAQ,2020-10-26,2022-08-01,12,False,Manufacturing,JAPAN,92,280,2.083,12,2,Green,48750.0,0
2022-10-24,7-Closed Won,0010Z00002CYHiNQAX,Adecco UK Limited,0063q00000zJO4WAAW,2020-10-30,2022-08-01,12,True,Other,EMEA,92,92,2.25,10,19,Red,123898.0,0
2022-10-24,8-Closed Lost,001F000001jXpqqIAC,PACCAR Inc,0063q00000zJKmLAAW,2020-10-30,2022-08-01,12,True,Manufacturing,AMER,92,0,0.166,0,0,Yellow,15000.0,0
2022-10-24,8-Closed Lost,0010Z00002BlMfXQAV,Globalization Partners,0060Z00000wXWYbQAO,2019-10-25,2022-08-01,12,True,Technology,AMER,145,25,2.0,12,2,Green,192050.0,2
2022-10-24,7-Closed Won,0013q00002IklG9AAJ,PT Astra Integrasi Digital,0063q00000yAYN8AAO,2021-10-30,2022-08-01,12,False,Financial Services,APAC,40,139,3.833,10,5,Green,322362.5,23
2021-07-19,7-Closed Won,0013q00002EYC66AAH,Ardagh Group,0063q00000ytOjMAAU,2020-07-20,2021-04-26,12,False,Manufacturing,AMER,40,59,2.166,0,0,,,0
2022-11-07,7-Closed Won,0013q00002HgpE6AAJ,"The KAGOSHIMA BANK,LTD.",0063q000010u67sAAA,2021-11-10,2022-08-15,12,False,Financial Services,JAPAN,40,53,2.25,5,4,Green,48750.0,0
2022-10-24,7-Closed Won,0012A00002EC8EtQAL,"Health Intelligence Company, LLC",0063q00000yB344AAC,2018-08-01,2022-08-01,12,False,Technology,AMER,209,80,5.25,0,0,Green,364000.0,20
2022-10-24,7-Closed Won,0013q00002HiHo2AAF,Postcode Lottery Limited,0063q000010u2AYAAY,2021-10-29,2022-08-01,12,False,Other,EMEA,40,149,1.666,9,7,Yellow,87285.0,5
2022-10-24,8-Closed Lost,0013q00002Gg6jgAAB,Phoenix Medical UK,0063q000010u0NRAAY,2021-10-28,2022-08-01,12,False,Manufacturing,EMEA,40,3,0.916,0,0,Red,161625.9,0
2022-10-24,7-Closed Won,0013q00002IQ6prAAD,Proquire LLC,0063q000010u1fwAAA,2021-10-30,2022-08-01,12,False,Consulting,AMER,40,2,0.333,0,1,Yellow,507518.83,0
2021-07-26,7-Closed Won,0010Z0000294CGyQAM,ENTAIN GROUP PTY LTD,0063q00000xpwofAAA,2019-07-31,2021-05-03,12,True,Entertainment,APAC,92,43,4.083,12,8,,,0
2021-07-26,7-Closed Won,0012A00002CjOwGQAV,"TextNow, Inc.",0063q00000yuAGTAA2,2017-07-31,2021-05-03,12,False,Media and Communications,AMER,196,1,1.166,12,0,,,0
2020-11-09,7-Closed Won,0010Z000023kxLxQAI,Moss Affiliate Marketing,0060Z00000piGwBQAU,2018-11-09,2020-08-17,12,True,Manufacturing,AMER,93,5,0.583,6,0,Green,58900.0,0
2020-11-09,8-Closed Lost,0012A00002JdHqAQAV,Lendistry LLC,0060Z00000pS6TZQA0,2018-11-15,2020-08-17,12,True,Financial Services,AMER,92,0,0.0,0,0,Grey,36000.0,0
2020-11-23,7-Closed Won,0012A00002K6p1MQAR,"TOKIO MARINE&NICHIDO LIFE INSURANCE CO.,LTD.",0063q00000vu5leAAA,2018-11-28,2020-08-31,12,False,Insurance,JAPAN,92,26,1.5,12,2,Green,36000.0,0
2020-11-30,7-Closed Won,001F000001jWbU3IAK,"Adobe, Inc.",0063q00000vtXdAAAU,2016-11-16,2020-09-07,12,False,Technology,AMER,199,596,4.833,12,8,Green,230000.0,0
2020-11-30,8-Closed Lost,0012A00002HV45TQAT,4finance,0063q00000yAVExAAO,2018-11-30,2020-09-07,12,False,Financial Services,EMEA,93,7,2.166,12,1,Yellow,85000.0,0
2020-11-30,7-Closed Won,0010Z00002CZlqrQAD,Krakatau Nippon Steel Sumikin,0063q00000vtp78AAA,2019-12-02,2020-09-07,12,False,Manufacturing,APAC,40,38,0.75,2,0,Green,58500.0,0
2020-11-30,7-Closed Won,0010Z00001wq2DVQAY,"NOMURA RESEARCH INSTITUTE, LTD. - ItoYokado/YorkMart Project",0063q00000vu5l5AAA,2018-07-09,2020-09-07,12,False,Consulting,JAPAN,113,924,2.75,8,0,Green,203808.0,0
2020-11-30,7-Closed Won,0012A00002Dmqt4QAB,"NITORI HOLDINGS CO.,LTD.",0063q00000vtjk7AAA,2019-12-02,2020-09-07,12,False,Retail,JAPAN,40,0,0.0,0,0,Green,133200.0,0
2020-11-30,7-Closed Won,001F000001bToTSIA0,Forward Financing LLC,0063q00000vtSmgAAE,2015-12-01,2020-09-07,12,False,Financial Services,AMER,249,8,1.333,12,0,Red,30060.0,0
2020-11-30,7-Closed Won,0012A00002Eku04QAB,Ricoh Australia,0062A00000qjGicQAE,2017-12-01,2020-09-07,12,True,Other,APAC,145,0,2.583,12,0,Green,85370.4,0
2020-12-14,8-Closed Lost,0012A0000205OvqQAE,"Zeel Networks, Inc.",0060Z00000qKlh3QAC,2016-12-15,2020-09-21,12,True,Healthcare,AMER,197,0,0.0,0,0,Yellow,30000.0,0
2020-12-21,7-Closed Won,0012A00002DIqM0QAL,"HINO MOTORS, LTD.",0063q00000xoZtSAAU,2018-12-21,2020-09-28,12,False,Manufacturing,JAPAN,93,107,1.0,0,0,Yellow,60000.0,0
2020-12-21,7-Closed Won,0012A000022CxPAQA0,DELOITTE TOHMATSU CONSULTING LLC,0063q00000xodIuAAI,2018-12-25,2020-09-28,12,False,Financial Services,JAPAN,92,8,1.583,3,3,Green,63750.0,0
2020-12-21,7-Closed Won,0012A00002IKZmvQAH,"ALL NIPPON AIRWAYS CO., LTD.",0063q00000xpwfdAAA,2018-12-21,2020-09-28,12,False,Transportation,JAPAN,93,0,0.166,0,0,Yellow,46500.0,0
2021-11-08,7-Closed Won,0010Z00002ABT1eQAH,Banco BMG,0063q00000zJXDUAA4,2020-11-09,2021-08-16,12,False,Financial Services,AMER,40,148,2.916,10,13,Green,38400.0,0
2021-11-08,7-Closed Won,0012A000029xLWIQA2,Velocity Risk Underwriters,0063q00000zJh4fAAC,2020-11-13,2021-08-16,12,False,Insurance,AMER,40,3,0.333,1,0,Green,23000.0,0
2022-05-02,8-Closed Lost,0010Z000026B8HOQA0,ShopUp Pte. Ltd.,0063q00000ywj9wAAA,2021-05-02,2022-02-07,12,False,Media and Communications,APAC,41,8,0.666,0,0,Yellow,14560.0,0
2021-05-10,7-Closed Won,0012A000023sz5tQAA,Domestic & General,0063q00000yAVDgAAO,2017-05-15,2021-02-15,12,True,Insurance,EMEA,196,13,4.833,11,1,Green,150100.0,0
2021-05-10,7-Closed Won,0012A00002GmcVgQAJ,"SEPTENI CO., LTD.",0063q00000wvGAxAAM,2018-05-14,2021-02-15,12,False,Media and Communications,JAPAN,144,268,2.25,12,28,Green,68640.0,0
2021-05-10,7-Closed Won,001F000001mffE8IAI,CDISCOUNT,0063q00000yYrORAA0,2019-05-10,2021-02-15,12,False,Retail,EMEA,93,23,1.25,8,0,Grey,30000.0,0
2021-05-10,7-Closed Won,001F000001gRQwWIAW,SIGMAXYZ INC.,0063q00000wvEqlAAE,2016-06-13,2021-02-15,12,False,Insurance,JAPAN,244,8,1.333,4,0,Red,40000.0,0
2021-05-24,7-Closed Won,0012A00002HV7DwQAL,"ROI Solutions, Inc",0063q00000wuEduAAE,2018-04-30,2021-03-01,12,True,Other,AMER,148,10,2.666,8,5,Green,40000.0,0
2021-05-31,7-Closed Won,0010Z000029y2akQAA,Central Weather Bureau,0063q00000yYt2aAAC,2020-06-01,2021-03-08,12,False,Consulting,APAC,40,7,1.333,11,2,Green,79268.0,0
2021-05-31,7-Closed Won,0010Z000023MnRXQA0,"LAWSON, INC.",0063q00000yYrk3AAC,2020-06-03,2021-03-08,12,False,Retail,JAPAN,40,23,2.75,12,0,Green,68640.0,0
2021-05-31,7-Closed Won,0010Z00002945pLQAQ,Graenges AB,0063q00000yZx8qAAC,2020-06-05,2021-03-08,12,False,Manufacturing,EMEA,40,81,2.0,2,1,Yellow,44400.0,0
2021-05-31,8-Closed Lost,001F000001iUeJZIA0,Snap Advances LLC,0060Z00000u9fbaQAA,2016-06-01,2021-03-08,12,True,Financial Services,AMER,249,5,1.583,12,0,Green,53360.0,0
2021-05-17,8-Closed Lost,0010Z0000293vN4QAI,National Association of Realtors,0060Z00000tDnxqQAC,2019-05-17,2021-02-22,12,True,Media and Communications,AMER,93,6,0.833,1,5,Green,93000.0,2
2020-09-28,7-Closed Won,0010Z000023k6YHQAY,LION CORPORATION,0060Z00000wWXEBQA4,2018-10-10,2020-07-06,12,False,Manufacturing,JAPAN,91,205,2.333,12,5,,,0
2022-06-13,7-Closed Won,0010Z000025nZlgQAE,JR EAST INFORMATION SYSTEMS COMPANY,0063q000012GxJBAA0,2019-04-01,2022-03-21,12,False,Retail,JAPAN,155,0,0.0,0,0,,,0
2021-05-24,7-Closed Won,0012A000029whdaQAA,"Ovuline, Inc. dba Ovia Health",0063q00000yZqXFAA0,2017-05-22,2021-03-01,12,False,Technology,AMER,197,0,0.0,0,0,Green,15000.0,0
2021-05-31,8-Closed Lost,0010Z000026lgf5QAA,"iProspect.com, Inc.",0060Z00000u9kiUQAQ,2019-05-31,2021-03-08,12,True,Media and Communications,AMER,93,0,0.25,0,0,Green,120600.0,0
2021-05-31,7-Closed Won,0012A00002KnAIdQAN,Cartus,0063q00000zJjCOAA0,2018-05-31,2021-03-08,12,True,Other,AMER,145,22,2.666,12,2,Green,105000.0,2
2022-12-19,7-Closed Won,0012A000026Zc1QQAS,"Opportunity Financial, LLC",0063q00000xodIcAAI,2017-12-22,2022-09-26,12,True,Technology,AMER,249,81,6.916,12,0,Green,78200.0,0
2021-04-26,7-Closed Won,0012A000022CFvXQAW,"Progressive Leasing, LLC",0063q00000yBD2YAAW,2017-04-28,2021-02-01,12,False,Financial Services,AMER,197,22,3.75,12,0,,,0
2022-08-08,7-Closed Won,0012A0000207TjlQAE,BUPA Investments Ltd,0063q000010tWCIAA2,2018-08-10,2022-05-16,12,False,Insurance,EMEA,197,52,3.333,5,2,,,32
2021-07-19,7-Closed Won,0010Z00002948V5QAI,Ascential Group Limited,0063q00000yAVANAA4,2019-07-01,2021-04-26,12,True,Technology,EMEA,95,269,3.666,9,42,,,130
2020-09-28,7-Closed Won,0010Z00001wpnzIQAQ,"Pinger, Inc.",0060Z00000wWjrtQAC,2018-09-30,2020-07-06,12,False,Media and Communications,AMER,93,4,1.166,12,1,,,0
2021-05-24,7-Closed Won,0012A00002JLXWqQAP,JX NIPPON MINING & METALS CORPORATION,0063q00000yYoeXAAS,2018-05-28,2021-03-01,12,False,Manufacturing,JAPAN,144,82,1.0,2,0,Green,66000.0,0
2021-07-12,8-Closed Lost,0012A000029TdvuQAC,Greenspring Associates,0063q00000ytAv1AAE,2017-07-17,2021-04-19,12,False,Financial Services,AMER,196,0,0.25,0,0,,,0
2021-05-31,7-Closed Won,0012A00002IZffUQAT,Pittsburgh Pirates,0060Z00000lfC72QAE,2018-06-01,2021-03-08,12,True,Entertainment,AMER,145,2,1.75,12,0,Green,55000.0,0
2022-09-19,7-Closed Won,0010Z000026ljgCQAQ,SEGA SAMMY HOLDINGS INC.,0063q000010tW2hAAE,2019-09-24,2022-06-27,12,False,Other,JAPAN,144,465,13.583,12,3,Green,117000.0,0
2021-07-26,8-Closed Lost,0013q00002F1h9pAAB,Liquid Web,0063q00000yugF7AAI,2020-07-31,2021-05-03,12,False,Technology,AMER,40,0,0.0,0,0,,,0
2021-05-17,7-Closed Won,0012A00002BPiyRQAT,TRANSCOSMOS ANALYTICS INC.,0063q00000yZyHBAA0,2017-05-22,2021-02-22,12,False,Technology,JAPAN,196,536,16.916,12,41,Green,20000.0,0
2021-05-24,7-Closed Won,0012A000022ADMGQA4,"Western Asset Management Company, LLC",0063q00000ya4u8AAA,2017-05-30,2021-03-01,12,False,Financial Services,AMER,196,2,0.25,0,0,Yellow,25000.0,0
2021-05-24,7-Closed Won,0012A00002GmtrSQAR,Tatweer Petroleum – Bahrain Field Development Company W.L.L.,0063q00000yZWDQAA4,2018-05-31,2021-03-01,12,False,Utilities,EMEA,144,4,0.166,0,0,Yellow,64000.0,0
2021-08-30,7-Closed Won,0010Z000022yUwIQAU,ENEOS Corporation,0063q00000wIy0uAAC,2019-09-02,2021-06-07,12,False,Utilities,JAPAN,92,20,2.916,12,3,Green,120000.0,15
2021-08-30,7-Closed Won,001F000001h65H4IAI,Axos Bank,0063q00000wJD12AAG,2016-09-01,2021-06-07,12,False,Other,AMER,249,13,1.083,5,1,Green,60000.0,0
2021-08-30,8-Closed Lost,0013q00002DN015AAD,Karma Innovations Pte Ltd,0063q00000wJ4RiAAK,2020-08-31,2021-06-07,12,False,Financial Services,APAC,40,0,0.666,4,0,Green,25001.46,0
2021-09-06,7-Closed Won,0012A000029UbrKQAS,BizCapital Correspondente Bancario LTDA,0060Z00000saXnRQAU,2017-09-12,2021-06-14,12,True,Other,AMER,196,8,0.833,4,0,Green,20000.0,0
2021-09-06,8-Closed Lost,0010Z000028mNgBQAU,"CHUBU Electric Power Co.,Inc.",0063q00000wJHjRAAW,2019-09-11,2021-06-14,12,False,Utilities,JAPAN,92,0,0.75,4,0,Green,33000.0,0
2021-09-06,7-Closed Won,0010Z00001wq6UCQAY,"SENSHUKAI CO., LTD.",0063q00000wJ09nAAC,2018-09-07,2021-06-14,12,False,Retail,JAPAN,145,107,5.75,11,12,Green,176000.0,0
2021-11-29,7-Closed Won,001F000001bToTSIA0,Forward Financing LLC,0063q00000zJvCNAA0,2015-12-01,2021-09-06,12,False,Financial Services,AMER,301,0,1.166,12,0,Green,35587.5,0
2021-11-29,7-Closed Won,0013q00002Eb2NIAAZ,Nippon Steel Stainless Steel Corporation,0063q00000zJwFyAAK,2020-12-01,2021-09-06,12,False,Other,JAPAN,40,46,1.166,3,3,Green,38626.88,0
2021-11-29,7-Closed Won,001F000001jWbU3IAK,"Adobe, Inc.",0063q00000zKPlAAAW,2016-11-16,2021-09-06,12,False,Technology,AMER,251,89,4.416,12,3,Green,217461.53,0
2021-11-29,7-Closed Won,0012A00002Dmqt4QAB,"NITORI HOLDINGS CO.,LTD.",0063q00000zKDV3AAO,2019-12-02,2021-09-06,12,False,Retail,JAPAN,92,38,1.083,12,4,Yellow,76500.0,1
2021-11-29,7-Closed Won,0013q00002FjHdGAAV,Spear Education LLC,0063q00000zJpXvAAK,2020-12-01,2021-09-06,12,False,Education,AMER,40,40,3.333,12,8,Green,27450.0,0
2021-06-28,7-Closed Won,001F000001nKwlQIAS,"Under Armour, Inc.",0063q000010trFSAAY,2020-03-01,2021-04-05,12,False,Retail,AMER,58,0,0.0,0,0,,,0
2021-11-29,8-Closed Lost,0013q00002FsZbaAAF,"Prime Planet Energy & Solutions, Inc.",0063q00000zJsyiAAC,2020-12-01,2021-09-06,12,False,Utilities,JAPAN,40,4,0.25,0,0,Red,30937.5,0
2021-11-29,7-Closed Won,0012A00002Bvq64QAB,"HONDA MOTOR CO., LTD.",0063q00000zKfMFAA0,2020-12-01,2021-09-06,12,False,Manufacturing,JAPAN,40,249,5.75,12,11,Green,183885.0,1
2021-11-29,8-Closed Lost,0010Z00002BjYqCQAV,PartsTrader Markets Limited,0063q00000vtqAiAAI,2019-11-29,2021-09-06,12,True,Retail,APAC,93,2,0.5,0,0,Black,99840.0,0
2021-12-06,8-Closed Lost,001F000001nuxnFIAQ,"Permanent General Companies, Inc.",0063q00000yZrhCAAS,2017-12-08,2021-09-13,12,True,Insurance,AMER,197,0,0.416,0,0,Yellow,129720.0,0
2022-07-11,8-Closed Lost,0013q00002HhpuNAAR,Si-Ware Systems Inc,0063q0000113XFHAA2,2021-07-12,2022-04-18,12,False,Other,AMER,40,51,1.083,1,0,Yellow,101296.88,0
2021-12-06,7-Closed Won,001F000001UpbP0IAJ,"Trupanion, Inc.",0063q00000xo1ByAAI,2015-12-08,2021-09-13,12,True,Insurance,AMER,301,21,1.833,12,0,Green,45500.0,0
2022-07-11,7-Closed Won,0013q00002Ft0ozAAB,Huel Ltd,0063q0000113YwEAAU,2021-07-16,2022-04-18,12,False,Retail,EMEA,40,522,1.833,12,2,Yellow,50391.56,204
2022-07-11,7-Closed Won,0013q00002F27OEAAZ,Solventa,0063q0000113ZswAAE,2020-07-15,2022-04-18,12,False,Financial Services,AMER,92,54,2.0,12,6,Green,15000.0,0
2021-12-06,7-Closed Won,0012A000029yZIXQA2,TechnipFMC,0063q00000zK3nlAAC,2017-02-20,2021-09-13,12,False,Utilities,AMER,238,96,7.333,12,6,Green,247260.0,0
2021-12-06,7-Closed Won,0013q00002Eb2s7AAB,"Tabaqueira II, S.A.",0063q00000zK6QlAAK,2020-12-11,2021-09-13,12,False,Manufacturing,EMEA,40,41,3.0,12,1,Green,31380.0,0
2022-07-11,7-Closed Won,0013q00002Gfn0gAAB,Stanby Inc.,0063q0000113WzxAAE,2021-07-15,2022-04-18,12,False,Media and Communications,JAPAN,40,8,0.75,3,1,Green,48750.0,0
2022-07-11,7-Closed Won,0013q00002GhnvZAAR,Verano Holdings Corp.,0063q0000113YfwAAE,2021-07-16,2022-04-18,12,False,Retail,AMER,40,10,0.833,6,0,Yellow,72584.0,0
2022-07-11,7-Closed Won,0012A00002EAYIsQAP,"KAWASAKI HEAVY INDUSTRIES, LTD.",0063q0000113TKbAAM,2019-07-15,2022-04-18,12,False,Manufacturing,JAPAN,144,138,4.416,10,0,Green,122525.0,74
2022-09-26,8-Closed Lost,0012A000028sbbeQAA,"AISIN SEIKI CO., LTD.",0063q000010tdjaAAA,2019-03-29,2022-07-04,12,False,Technology,JAPAN,171,0,0.083,0,0,Green,60937.5,0
2022-09-26,7-Closed Won,001F000001SrWmKIAV,"Digital River, Inc.",0060Z00000wXECiQAO,2015-10-01,2022-07-04,12,True,Technology,AMER,353,52,2.333,12,0,Green,33289.2,0
2022-09-26,8-Closed Lost,0013q00002GdQBBAA3,Attunely,0063q000010tfYPAAY,2021-09-29,2022-07-04,12,False,Financial Services,AMER,40,5,0.083,0,0,Yellow,62500.0,0
2022-09-26,8-Closed Lost,0010Z000025naknQAA,"SMBC Consumer Finance Co.,Ltd.",0063q000010tZT3AAM,2020-09-28,2022-07-04,12,False,Financial Services,JAPAN,92,85,4.25,3,6,Green,20000.0,0
2022-09-26,8-Closed Lost,0010Z000025nanZQAQ,STRIPE INTERNATIONAL INC.,0063q000010tgfQAAQ,2019-10-01,2022-07-04,12,False,Retail,JAPAN,144,2,0.666,2,0,Red,58500.0,0
2022-09-26,8-Closed Lost,0012A00002Km6GEQAZ,Entel Ocean,0060Z00000wXdcgQAC,2019-10-01,2022-07-04,12,True,Media and Communications,AMER,144,0,0.0,0,0,Red,108800.0,0
2022-09-26,8-Closed Lost,0012A000022DmPUQA0,BM Technologies,0060Z00000wXmnIQAS,2017-09-30,2022-07-04,12,True,Financial Services,AMER,249,0,2.0,12,0,Red,73125.0,0
2022-09-26,7-Closed Won,0010Z000023k6YHQAY,LION CORPORATION,0063q000010tgf6AAA,2018-10-10,2022-07-04,12,False,Manufacturing,JAPAN,195,174,1.25,12,8,Green,48000.0,0
2022-09-26,7-Closed Won,0012A000029xtGTQAY,"HealthPlanOne, LLC",0063q000010tS2iAAE,2020-09-28,2022-07-04,12,False,Insurance,AMER,92,117,5.0,12,8,Green,125000.0,6
2022-09-26,8-Closed Lost,0012A000026bqKRQAY,"G-Xchange, Inc",0063q000010uMBDAA2,2020-09-30,2022-07-04,12,False,Technology,APAC,92,0,0.0,0,0,Green,44999.4,0
2022-09-26,8-Closed Lost,0010Z000028l8JtQAI,"Ortho-Clinical Diagnostics, Inc.",0063q000010tW3BAAU,2020-10-01,2022-07-04,12,False,Manufacturing,AMER,92,4,1.5,3,0,Green,30000.0,1
2022-09-26,7-Closed Won,0010Z00001wpnzIQAQ,"Pinger, Inc.",0063q000010ta3vAAA,2018-09-30,2022-07-04,12,False,Media and Communications,AMER,197,4,2.166,12,0,Green,51000.0,0
2022-09-26,7-Closed Won,0010Z00001wwiBzQAI,uShip,0063q000010tfTKAAY,2018-09-30,2022-07-04,12,False,Technology,AMER,197,60,3.5,12,5,Green,50000.0,0
2022-09-26,8-Closed Lost,0013q00002EY37oAAD,Tech in Asia,0063q000010thmHAAQ,2021-10-01,2022-07-04,12,False,Media and Communications,APAC,40,2,1.666,0,0,Red,16560.0,0
2022-09-26,7-Closed Won,0010Z000023k6TrQAI,"HITACHI CONSTRUCTION MACHINERY CO., LTD.",0063q000010tV9hAAE,2020-09-30,2022-07-04,12,False,Manufacturing,JAPAN,92,3,0.083,0,0,Green,21250.0,0
2022-09-26,8-Closed Lost,0012A000026YcsUQAS,EzCater,0063q000010thIGAAY,2021-09-30,2022-07-04,12,False,Retail,AMER,40,6,1.166,7,0,Yellow,197760.0,0
2021-03-29,7-Closed Won,0012A00002AdDjzQAF,ROHM COMPANY LIMITED,0063q00000yAuaYAAS,2018-01-15,2021-01-04,12,False,Manufacturing,JAPAN,155,0,0.0,0,0,Green,168168.0,0
2021-03-29,7-Closed Won,0012A00002HTR6AQAX,"Pepper Finance Corporation, S.L.U.",0062A00000rUmpJQAS,2018-03-30,2021-01-04,12,True,Retail,EMEA,145,19,1.75,12,1,Green,48000.0,0
